property_name,room_count,room_type,city,country,locality,state
S.K. Hotel,30,Non Ac Room,Jaipur,INDIA,Lake Jal Mahal,Rajasthan
Hotel Bella Vista,19,Deluxe AC Room,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Ashoka Heritage,25,Deluxe,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Hotel Classic Inn,20,Deluxe Non Ac,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms Lal Kothi Shopping Center,15,Standard Room AC,Jaipur,INDIA,SMS Stadium-Rambagh Circle,Rajasthan
OYO Premium Vaishali Nagar Khatipura Road,15,Standard Room AC,Jaipur,INDIA,Civil Lines,Rajasthan
Hotel Rang Mahal Jaipur,20,Aircooled Room,Jaipur,INDIA,Airport Zone,Rajasthan
Keys Lite Om Niwas Jaipur,27,Family Suite,Jaipur,INDIA,Bani Park,Rajasthan
STARiHOTELS Kalani Nagar,0,Executive,Indore,INDIA,Kalani Nagar,MadhyaPradesh
Fort Chandragupt,65,Royal Suite Room,Jaipur,INDIA,Bani Park,Rajasthan
Vista Rooms at Banjara Hills,12,Standard Room,Hyderabad,INDIA,Banjara Hills,AndhraPradesh
Monsoon Holiday Home,0,Deluxe Room,Jaipur,INDIA,Ajmer Road,Rajasthan
Hotel Apex Intercontinental,38,Super Deluxe Room,Jaipur,INDIA,Raja Park,Rajasthan
OYO Rooms Station Road Central Bus Stand,10,Standard Room AC,Jaipur,INDIA,Bani Park,Rajasthan
OYO Premium C Scheme,25,Standard Room AC,Jaipur,INDIA,MI Road,Rajasthan
OYO Rooms Hyderguda Himayathnagar,15,Standard Room AC,Hyderabad,INDIA,Nampally,AndhraPradesh
Indiana Pride,40,Standard Deluxe,Jaipur,INDIA,SMS Stadium-Rambagh Circle,Rajasthan
Hotel Paramount - Boutique Hotel,42,Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
Vista Rooms at Kanchan Bagh,21,Standard Room,Indore,INDIA,Kanchan Baug,MadhyaPradesh
OYO Rooms Gopalpura Flyover Heritage,15,Standard Room AC,Jaipur,INDIA,Tonk Road,Rajasthan
Hotel The Radiant Star,27,Deluxe Ac Room,Jaipur,INDIA,SMS Stadium-Rambagh Circle,Rajasthan
Hotel President Indore,56,A/c Super Deluxe Room,Indore,INDIA,R.N.T. Marg,MadhyaPradesh
Laxmi Niwas Guest House,6,Double Bed Room,Jaipur,INDIA,Ajmer Road,Rajasthan
OYO Rooms New Sanganer Road Sodala,15,Standard Room AC,Jaipur,INDIA,Vaishali Nagar,Rajasthan
Vista Rooms at Bapu Gandhi Nagar,0,Standard Room,Indore,INDIA,Ring Road.,MadhyaPradesh
Hotel Sunday Inn,15,Deluxe Ac Room,Jaipur,INDIA,Tonk Road,Rajasthan
OYO Premium 56 Dukkan Suite,15,Standard Room,Indore,INDIA,R.N.T. Marg,MadhyaPradesh
RnB Dodas Palace,47,Deluxe Room,Jaipur,INDIA,Raja Park,Rajasthan
Hotel Kalyan,35,Super Deluxe,Jaipur,INDIA,MI Road,Rajasthan
Hotel Jaipur,0,Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Arihant Palace,15,Deluxe Room,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Hotel Neelam,50,Deluxe Room,Jaipur,INDIA,MI Road,Rajasthan
Four Points By Sheraton Jaipur,114,Deluxe Suite,Jaipur,INDIA,Tonk Road,Rajasthan
Hotel Rawalkot,31,Fort View Deluxe Room,Jaisalmer,INDIA,Union Circle/ Hotel Complex,Rajasthan
Hotel Shree Niwas,15,Deluxe Room,Jaipur,INDIA,SMS Stadium-Rambagh Circle,Rajasthan
OYO Rooms Jaipur Railway Station 2,15,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
OYO Rooms Main Russel Chowk Jabalpur,15,Standard Room AC,Jabalpur,INDIA,Russel Chowk,MadhyaPradesh
OYO Rooms Vaishali Nagar Sanskar School Road,15,Standard Room AC,Jaipur,INDIA,Vaishali Nagar,Rajasthan
OYO Rooms Raja Park,15,Standard Room AC,Jaipur,INDIA,Raja Park,Rajasthan
Hotel Satkar & Sudarshan,41,Deluxe Non AC,Jaisalmer,INDIA,City Centre,Rajasthan
Hotel Classic Grande,171,Standard Deluxe,Imphal,INDIA,D M College Area,Manipur
Tree of Life Resort & Spa,14,Luxury Garden &amp; spa Villa,Jaipur,INDIA,Kukas(Delhi-Jaipur NH8),Rajasthan
OYO Rooms Hyderabad Airport Extension,15,Standard Room,Hyderabad,INDIA,Airport Zone,AndhraPradesh
Ratnawali Camps at Sum Dunes,20,Swiss Tent,Jaisalmer,INDIA,Sam Sand Dunes,Rajasthan
Royal Ecstasy,16,Deluxe Room AC,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Silver Plaza,20,Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms Bani Park Bhrigu Marg,15,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Hotel Golden Deluxe,27,Deluxe AC Room(4 Persons),Jaipur,INDIA,Bani Park,Rajasthan
Haveli of Jaipur,24,Super Deluxe Room,Jaipur,INDIA,MI Road,Rajasthan
Hotel Geeta Kalyan (GK),18,Standard Non A/c Double,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Manas Resort,30,Royal Villa,Igatpuri,INDIA,Talegaon,Maharashtra
Hotel Samdariya Inn,41,Maharaja Suite Room,Jabalpur,INDIA,Russel Chowk,MadhyaPradesh
Hotel Heera Court,25,Standard Room Non AC,Jaisalmer,INDIA,City Centre,Rajasthan
Shree Balaji Guest House,23,Economy Room,Hyderabad,INDIA,Secunderabad,AndhraPradesh
Hotel Wardhman,24,SUPERIOR ROOM,Jabalpur,INDIA,Russel Chowk,MadhyaPradesh
Mansingh Tower - A Boutique Hotel,53,Deluxe Room,Jaipur,INDIA,MI Road,Rajasthan
Blue Heaven,24,Standard,Jaipur,INDIA,Bani Park,Rajasthan
Inner Circle,62,Executive Room,Hyderabad,INDIA,Somajiguda,AndhraPradesh
Maans Heritage,18,Deluxe Room,Jaipur,INDIA,Raja Park,Rajasthan
Star Haveli,4,Standard,Jaisalmer,INDIA,Near Jaisalmer Golden Fort,Rajasthan
Sayaji Indore,210,Sayaji Grande,Indore,INDIA,Vijay Nagar,MadhyaPradesh
Le Meridien Jaipur,126,Superior Room,Jaipur,INDIA,Kukas(Delhi-Jaipur NH8),Rajasthan
Hotel Natraj,18,Executive Deluxe,Jaipur,INDIA,MI Road,Rajasthan
Abhineet Palace Hotel,19,Standard Small  Single non a/c Room,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Lemon Tree Hotel Indore,100,Executive Suite,Indore,INDIA,R.N.T. Marg,MadhyaPradesh
OYO Rooms Hawa Sadak Civil Lines,15,Standard Room AC,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Kanta Palace,48,Non Ac Room,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Tara Niwas Boutique Hotel,24,AC Value Room,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Golden Oak,20,Heritage Room,Jaipur,INDIA,MI Road,Rajasthan
OYO Rooms Raja Park LBS College,15,Standard Room AC,Jaipur,INDIA,Raja Park,Rajasthan
Hotel Welcome Residence,18,Super Deluxe,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Grand Fortune,32,Premium Room,Ichalkaranji,INDIA,Sangli Road,Maharashtra
Umaid Residency- A Regal Heritage Home,25,Royal Deluxe,Jaipur,INDIA,Kukas(Delhi-Jaipur NH8),Rajasthan
Hotel Karni Niwas,21,Deluxe Room,Jaipur,INDIA,MI Road,Rajasthan
OYO Rooms Gadisar Road Jaisalmer,15,Standard Room AC,Jaisalmer,INDIA,City Centre,Rajasthan
Chit Chat Palace Hotel,23,Deluxe Non AC Room,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms Bani Park Extension,15,Standard Room AC,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Surya,14,Deluxe Room,Iritty,INDIA,Near Iritty Bus Station,Kerala
WelcomHeritage Sirsi Haveli,23,Deluxe Room,Jaipur,INDIA,Jaipur Suburbs,Rajasthan
Royal View Hotel,28,Executive Room,Jaipur,INDIA,Lake Jal Mahal,Rajasthan
Paradise Kunas Guest House,25,Executive Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
Hotel Shree Raj Laxmi Palace,18,Standard Room Non AC,Jaipur,INDIA,Sodala,Rajasthan
Sarovar Portico Jaipur,82,Superior Double or Twin Room,Jaipur,INDIA,Vaishali Nagar,Rajasthan
"Cambay Grand, Kukas",126,Superior Room,Jaipur,INDIA,Kukas(Delhi-Jaipur NH8),Rajasthan
Savoy Hotel Jaipur,32,Deluxe,Jaipur,INDIA,MI Road,Rajasthan
La Premier Spa & Resort,50,Luxury Ac Room,Jaipur,INDIA,Amer Fort,Rajasthan
Hotel Sanjay Villas,11,Deluxe Room,Jaisalmer,INDIA,Near Jaisalmer Golden Fort,Rajasthan
Hotel Silver Pride,20,Deluxe Room,Jaipur,INDIA,Airport Zone,Rajasthan
The Golden House,12,Deluxe Ac Room,Jaisalmer,INDIA,City Centre,Rajasthan
lebua Lodge At Amer,40,Luxury Tent,Jaipur,INDIA,Kukas(Delhi-Jaipur NH8),Rajasthan
Hotel Mansagar,19,Standard Double Room,Jaipur,INDIA,Lake Jal Mahal,Rajasthan
La Diva Homestay,14,Deluxe Room,Jaisalmer,INDIA,City Centre,Rajasthan
Hotel Chanakya,25,Deluxe Room AC,Indore,INDIA,R.N.T. Marg,MadhyaPradesh
Shiv Vilas Resort,78,Elite Rooms,Jaipur,INDIA,Kukas(Delhi-Jaipur NH8),Rajasthan
Hotel Roma Residency,45,Deluxe Room,Jaipur,INDIA,Amer Fort,Rajasthan
Ikaki Niwas Luxury Homestay,12,Deluxe Room,Jaipur,INDIA,Airport Zone,Rajasthan
OYO Rooms Near Dedansar Road,15,Standard Room AC,Jaisalmer,INDIA,Near Jaisalmer Golden Fort,Rajasthan
Hotel Maharaja Residency,30,Deluxe Room,Jaipur,INDIA,Vaishali Nagar,Rajasthan
Prince Desert Camp,10,Swiss Deluxe Tent,Jaisalmer,INDIA,Sam Sand Dunes,Rajasthan
The Classic Hotel,55,Deluxe Room,Imphal,INDIA,D M College Area,Manipur
Treebo Kubeera Palace,49,Standard Room AC,Hyderabad,INDIA,Lakdi ka Pul,AndhraPradesh
Hotel Grande Royale,6,Deluxe Room Single,Indore,INDIA,R.N.T. Marg,MadhyaPradesh
OYO Rooms Near Gadisar Lake Jaisalmer,15,Standard Room AC,Jaisalmer,INDIA,City Centre,Rajasthan
OYO Premium Lakdi Ka Pul,15,Standard Room,Hyderabad,INDIA,Lakdi ka Pul,AndhraPradesh
The Taj SMS Hotel,21,Junior Suites,Jaipur,INDIA,SMS Stadium-Rambagh Circle,Rajasthan
Hotel Vrinda Palace,7,Superior Ac,Jaisalmer,INDIA,Near Jaisalmer Golden Fort,Rajasthan
Vista Rooms at Gokuldas Hospital,35,Standard Room,Indore,INDIA,South Tukoganj,MadhyaPradesh
Radisson Blu Jaipur,178,Superior Room,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Garden View,41,Deluxe Room,Jaipur,INDIA,MI Road,Rajasthan
Belsons Taj Mahal Hotel,49,Deluxe,Hyderabad,INDIA,Secunderabad,AndhraPradesh
Aditya Hometel,92,Superior Room,Hyderabad,INDIA,Ameerpet,AndhraPradesh
OYO Rooms Near Rasoma Circle,15,Standard Room,Indore,INDIA,AB Road,MadhyaPradesh
Naindivi Homestay,5,Double Room,Jaipur,INDIA,MI Road,Rajasthan
The Raj Palace,38,Prestige suite,Jaipur,INDIA,Lake Jal Mahal,Rajasthan
Utsav Niwas,14,Luxury,Jaipur,INDIA,Ambabari,Rajasthan
Raj Classic Inn,65,Standard Non-A/C,Hyderabad,INDIA,Secunderabad,AndhraPradesh
Hotel Gajju Palace,9,Standard Room Non AC,Jaisalmer,INDIA,City Centre,Rajasthan
Hotel Vesta Maurya Palace,56,Royal Deluxe,Jaipur,INDIA,MI Road,Rajasthan
OYO Rooms Heritage Vaishali Chitrakoot,15,Standard Room AC,Jaipur,INDIA,Vaishali Nagar,Rajasthan
Ramoji Film City - Sitara Luxury Hotel,68,Deluxe Room,Hyderabad,INDIA,Ramoji,AndhraPradesh
OYO Homes C Scheme Homestay,15,Standard Room AC,Jaipur,INDIA,Civil Lines,Rajasthan
Divine Nilalohita Resort,25,Standard Swiss Tent,Jaisalmer,INDIA,Sam Sand Dunes,Rajasthan
OYO Rooms SR Nagar,15,Standard Room AC,Hyderabad,INDIA,Ameerpet,AndhraPradesh
Hotel Suryaa,36,Deluxe Non-AC,Jabalpur,INDIA,Wright Town,MadhyaPradesh
OYO Premium Maharani Palace,15,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
OYO Rooms Mansarover Metro,15,Standard Room AC,Jaipur,INDIA,Mansarovar,Rajasthan
VG Guest House,42,Non AC Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
Divine-The Boutique Hotel,15,Super Deluxe Room,Jaipur,INDIA,Raja Park,Rajasthan
Hotel Ghoonghat Jaipur,20,Club Room,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms Shyam Nagar Metro Station,15,Standard Room AC,Jaipur,INDIA,Tonk Road,Rajasthan
Hotel Golden Treat,28,Deluxe AC,Indore,INDIA,Professor Colony,MadhyaPradesh
OYO Rooms Sindhi Camp Metro View,15,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
OYO Rooms Jabalpur Railway Station,15,Standard Room AC,Jabalpur,INDIA,Railway Station,MadhyaPradesh
Indu Pearls Inn Hotel,28,Deluxe Non A/C,Hyderabad,INDIA,Chandanagar,AndhraPradesh
Registhan Guest House,20,Deluxe Room,Jaisalmer,INDIA,Khuri Village,Rajasthan
Gem Inn,32,Deluxe Ac,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Hari Villa,17,Deluxe Room AC,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Madhav Palace,4,Super Deluxe,Jaipur,INDIA,Amer Fort,Rajasthan
Mirvana Nature Resort,30,Royal Shikar Standard Tent,Jaisalmer,INDIA,Sodacore,Rajasthan
Vrisa,27,Deluxe,Jaipur,INDIA,Tonk Road,Rajasthan
Hotel Lalgarh Palace & Fort,0,Deluxe Room,Jaisalmer,INDIA,City Centre,Rajasthan
Desert Safari Experts,15,Huts,Jaisalmer,INDIA,Sam Sand Dunes,Rajasthan
Hotel Paradise Indore,39,AC Green Room,Indore,INDIA,Vijay Nagar,MadhyaPradesh
OYO Rooms Jaipur Railway Station Metro,15,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
OYO Rooms World Trade Park JLN Marg,15,Standard Room AC,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Grande Residency,34,Deluxe Ac Room,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Hotel Infiniti,49,A/c Suite,Indore,INDIA,Vijay Nagar,MadhyaPradesh
Hotel Arco Palace,64,Suite Room,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Hotel Fidalgo,95,Quality Suite,Hyderabad,INDIA,Nampally,AndhraPradesh
Vishal Prakruthi Resorts,32,A/C Executive Room,Hyderabad,INDIA,Secunderabad,AndhraPradesh
OYO Rooms Raja Park Shanti Path,15,Standard Room AC,Jaipur,INDIA,Airport Zone,Rajasthan
Souvenir Pride,14,Super Deluxe Room,Jaipur,INDIA,MI Road,Rajasthan
Mahadev Villa,30,Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Rose Palace,10,Standard,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms Near Golden Fort Jaisalmer,15,Standard Room AC,Jaisalmer,INDIA,Near Jaisalmer Golden Fort,Rajasthan
Trishul Desert Resorts,45,Deluxe Tent Non A/C,Jaisalmer,INDIA,Khuri Village,Rajasthan
Royal Palazzo,45,Deluxe,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Imperial Jaipur,32,Superior (Double/Twin),Jaipur,INDIA,MI Road,Rajasthan
Jaipur Marriott Hotel,303,Deluxe Suite,Jaipur,INDIA,Airport Zone,Rajasthan
Celestia Suites at Leonia,70,Leo Cascade Suite,Hyderabad,INDIA,Secunderabad,AndhraPradesh
OYO Apartments Bhawarkuwa Behinds Kautilya Academy,15,Standard Room AC,Indore,INDIA,Bhawarkua Indore,MadhyaPradesh
OYO Apartments Hitech City Max Cure Hospital,15,Standard Room AC,Hyderabad,INDIA,Hitech City,AndhraPradesh
Hotel Sangam,28,Super Deluxe Room,Jaipur,INDIA,MI Road,Rajasthan
Hotel Orange Lily,10,AC,Indore,INDIA,Vijay Nagar,MadhyaPradesh
Hotel Mansingh Jaipur,106,Club Room,Jaipur,INDIA,MI Road,Rajasthan
Hotel Sanjay Palace,20,Deluxe Room Single,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Nomads Guest House,7,Standard Room Non AC,Jaisalmer,INDIA,Near Jaisalmer Golden Fort,Rajasthan
Vista Rooms at Mangal City Mall,76,Standard Room,Indore,INDIA,AB Road,MadhyaPradesh
OYO Rooms Station Road Sindhi Camp,15,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Hotel Saraswati Palace,14,Standard Room Non AC,Jaisalmer,INDIA,City Centre,Rajasthan
Hotel Prince Jaisalmer,40,Standard A/c,Jaisalmer,INDIA,City Centre,Rajasthan
Park Inn Jaipur,76,Superior Room,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms SC Road Amber Tower 2,15,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Hotel Rajwada Palace,16,Standard Room AC,Jaipur,INDIA,Vaishali Nagar,Rajasthan
Hotel Apoorva Dlx,22,Standard Room Non Ac,Jaipur,INDIA,MI Road,Rajasthan
Milestone 251,18,Premium,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Mosaic,30,Deluxe Room,Jaipur,INDIA,Vaishali Nagar,Rajasthan
OYO Premium Bani Park,18,Standard Room AC,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Chetram,30,Deluxe Room,Jaipur,INDIA,Ambabari,Rajasthan
K K Resort & Camp,20,Deluxe Tent Non AC,Jaisalmer,INDIA,Sam Sand Dunes,Rajasthan
Hotel Gaurav,36,Standard Air Cooled Room,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Surbhi Palace,20,Deluxe Air Cooled,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms Sanganer Flyover,15,Standard Room AC,Jaipur,INDIA,Airport Zone,Rajasthan
OYO Premium MI Road Ganpati Plaza,15,Standard Room AC,Jaipur,INDIA,MI Road,Rajasthan
Amrapali Hotel and Resorts,47,A/C Room,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Grand Plaza,37,Executive Room,Hyderabad,INDIA,Nampally,AndhraPradesh
OYO Rooms Sindhi Camp,36,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Minerva Grand-Banjara,44,Premium Room,Hyderabad,INDIA,Banjara Hills,AndhraPradesh
Riddhi Villa,11,Executive Room,Jaipur,INDIA,Old City,Rajasthan
Kalchuri Residency-MPTDC,30,Ac Room,Jabalpur,INDIA,Civil Lines,MadhyaPradesh
Hotel Arya Niwas,112,AC Economy Single,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Om Palace,15,Deluxe Double Non-AC Room,Jaipur,INDIA,Bani Park,Rajasthan
LICEC Hotel at Leonia,100,Standard Room,Hyderabad,INDIA,Secunderabad,AndhraPradesh
The Byke Grassfields,54,Deluxe Room,Jaipur,INDIA,Sodala,Rajasthan
OYO Rooms Kondapur,15,Standard Room AC,Hyderabad,INDIA,Hitech City,AndhraPradesh
Treats Inn-Begumpeth,15,2 Bedroom Deluxe Apartment,Hyderabad,INDIA,Begumpet,AndhraPradesh
Fortune Landmark Indore,167,Premium Room,Indore,INDIA,Vijay Nagar,MadhyaPradesh
Vista Rooms at Ring Road,22,Standard Room,Indore,INDIA,Ring Road.,MadhyaPradesh
The Orion,25,Superior Room,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Somdeep Palace,30,Economy Room,Indore,INDIA,Vijay Nagar,MadhyaPradesh
The Lalit Jaipur,231,Executive Suite,Jaipur,INDIA,Airport Zone,Rajasthan
Fairmont Jaipur,255,Fairmont King Non-Smoking.,Jaipur,INDIA,Kukas(Delhi-Jaipur NH8),Rajasthan
Hotel Deepak,20,Superior Room,Jaipur,INDIA,Bani Park,Rajasthan
The Westin Hyderabad Mindspace,427,Deluxe Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
Chitra Katha,21,Standard Air conditioned double bed room,Jaipur,INDIA,Bani Park,Rajasthan
OYO Premium Shilparamam Hitech City,15,Standard Room AC,Hyderabad,INDIA,Hitech City,AndhraPradesh
OYO Rooms Dhakkan Wala Kuan,15,Standard Room,Indore,INDIA,Ratlam Kothi Main Road,MadhyaPradesh
Hotel Marc Inn,11,Deluxe,Jaipur,INDIA,Vaishali Nagar,Rajasthan
Mahar Haveli,19,Deluxe Room,Jaipur,INDIA,Old City,Rajasthan
Dangri Desert Camp,20,Luxury Tent Non AC,Jaisalmer,INDIA,Sam Sand Dunes,Rajasthan
White Lily,30,Standard,Jaipur,INDIA,MI Road,Rajasthan
OYO Premium Madhumilan Square RNT Marg,0,Standard Room,Indore,INDIA,R.N.T. Marg,MadhyaPradesh
Vista Rooms at Hathroi Fort,35,Standard Room,Jaipur,INDIA,Ajmer Road,Rajasthan
Hotel Meghniwas,24,Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
Airport Hotel,5,Super Deluxe Room,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Heiwa Inn,18,Executive Room,Jaipur,INDIA,Ajmer Road,Rajasthan
Hotel Mansarovar Palace,20,Super Deluxe Room,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Heritage Inn,20,Superior Room,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms Banjara Hills MLA Colony,15,Standard Room AC,Hyderabad,INDIA,Banjara Hills,AndhraPradesh
Regenta Central Jhotwara,44,Deluxe Room,Jaipur,INDIA,Jaipur Suburbs,Rajasthan
Castle Kanota,0,Standard Room,Jaipur,INDIA,Jaipur Suburbs,Rajasthan
OYO Premium Jal Mahal,15,Standard Room AC,Jaipur,INDIA,Lake Jal Mahal,Rajasthan
Hotel Rajmata,47,Standard Non A/C,Hyderabad,INDIA,Nampally,AndhraPradesh
Hotel Le Grand Jaipur,81,Executive,Jaipur,INDIA,MI Road,Rajasthan
Hotel Maruti Mandapam,0,Standard Room AC,Jabalpur,INDIA,Medical College,MadhyaPradesh
OYO Rooms Mansarovar Metro Station,10,Standard Room AC,Jaipur,INDIA,Tonk Road,Rajasthan
Hotel Fly View,22,Executive,Jaipur,INDIA,Airport Zone,Rajasthan
Hotel Kanchan Deep,55,Super Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
Hotel HR Palace,27,Deluxe Triple Room,Jaipur,INDIA,Bani Park,Rajasthan
Hotel Sky Plaza,13,Luxury Plaza Room,Jaisalmer,INDIA,City Centre,Rajasthan
Vcare Service Apartement - Hill Ridge,10,Executive Room,Hyderabad,INDIA,Banjara Hills,AndhraPradesh
Hotel Lily Bay Inn,10,Deluxe A/C Room,Jaipur,INDIA,Airport Zone,Rajasthan
Anmol Continental,73,Luxury Suite,Hyderabad,INDIA,Lakdi ka Pul,AndhraPradesh
Hotel Ashwin,42,Deluxe AC Room,Igatpuri,INDIA,Talegaon,Maharashtra
Devraj Niwas,21,Superior Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
Garden View Inn,30,Executive Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
Hotel Ananta Inn,21,Super Deluxe,Jaipur,INDIA,Tonk Road,Rajasthan
Raika's Home Stay,15,Deluxe Room,Jaipur,INDIA,Civil Lines,Rajasthan
Baba Haveli-A Heritage Home,14,Super Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
Usha Padmini Residency,23,Non AC Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
Hotel Gumaan Heritage,20,Standard Room AC,Jaipur,INDIA,Tonk Road,Rajasthan
OYO Rooms Bicholi Hapsi Indore,0,Standard Room AC,Indore,INDIA,Bypass Road,MadhyaPradesh
Om Hotel Jaipur,24,Deluxe Room AC,Jaipur,INDIA,Ajmer Road,Rajasthan
Ginger Hotel Jaipur,103,Smart Single Room,Jaipur,INDIA,Civil Lines,Rajasthan
The Golden Days Club 1,15,Deluxe Room,Jaipur,INDIA,Ajmer Road,Rajasthan
Hotel Danish,54,Premium Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
Hotel Metro View,20,Deluxe Room,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
FABHOTEL The Saneer Boutique Stay,17,Deluxe Room,Jaipur,INDIA,Airport Zone,Rajasthan
Shiva's Royal Hotel,48,Deluxe Non Ac,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Hotel Krishna Jabalpur,25,AC Standard Room,Jabalpur,INDIA,Napier Town,MadhyaPradesh
Hotel SK Paradise,40,Super Deluxe Room,Jaipur,INDIA,MI Road,Rajasthan
Hotel Bagga Vilas,22,Standard Air Cooled Room,Jaipur,INDIA,Raja Park,Rajasthan
Hotel Payal,27,Super Deluxe Non Ac,Jaisalmer,INDIA,City Centre,Rajasthan
Hotel Maya Niwas,19,Executive,Jaipur,INDIA,Bani Park,Rajasthan
OYO Rooms Vaishali Nagar Khirni Phatak,15,Standard Room AC,Jaipur,INDIA,Vaishali Nagar,Rajasthan
OYO Rooms Amer Fort,20,Standard Room AC,Jaipur,INDIA,Amer Fort,Rajasthan
Khandela Paying Guest House,6,Deluxe Room,Jaipur,INDIA,Bani Park,Rajasthan
"Kailrugji,The Hotel",22,Standard room,Jaipur,INDIA,MI Road,Rajasthan
Chomu Palace Hotel,58,Royal Suite,Jaipur,INDIA,Chomu,Rajasthan
Hotel Royal Orchid Jaipur,139,Deluxe Room,Jaipur,INDIA,Airport Zone,Rajasthan
Tara's Place,4,Air-cooled Suite - Diana,Jaipur,INDIA,Bani Park,Rajasthan
OYO Premium Hathroi Fort,15,Premium Room,Jaipur,INDIA,Ajmer Road,Rajasthan
The Rajshahi Palace,10,Executive Room,Indore,INDIA,South Tukoganj,MadhyaPradesh
Hotel Woodland,8,Non Ac Double Room,Jaipur,INDIA,Bani Park,Rajasthan
The Icon Homes,18,Deluxe Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
7 Star Residency,12,A/C Deluxe Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
Madhura Inn Xclusive,20,Executive Room,Hyderabad,INDIA,Hitech City,AndhraPradesh
OYO Premium Bank Street Koti,15,Standard Room AC,Hyderabad,INDIA,Nampally,AndhraPradesh
OYO Rooms Near Medwin Hospital,15,Standard Room AC,Hyderabad,INDIA,Nampally,AndhraPradesh
Hotel Shyam Paradise,30,Deluxe Room,Jaipur,INDIA,Vaishali Nagar,Rajasthan
Regenta Central by Royal Orchid Hotels,65,Executive Deluxe,Jaipur,INDIA,Lake Jal Mahal,Rajasthan
Camp Royal Paradise,35,Deluxe Swiss Tent,Jaisalmer,INDIA,Sam Sand Dunes,Rajasthan
OYO Rooms Vanasthali Marg,15,Standard Room AC,Jaipur,INDIA,City Centre-Near Railway Station,Rajasthan
Angel Resort & Amusement Water Park,59,Deluxe Room,Jaipur,INDIA,Sikar Road,Rajasthan
OYO Rooms Ajmer Road Sodala,15,Standard Room AC,Jaipur,INDIA,Sodala,Rajasthan
